molecule_ID,target_ID,target_name,drugbank_ID,SVM_score,RF_score,Gene Names
5614,1961,Bacillolysin,2457,0.81729,0.712,
5614,2262,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2264,0.91237,0.764,
5616,726,Alcohol dehydrogenase 1B,444,0.90206,0.742,
5616,727,Alcohol dehydrogenase 1C,517,0.89959,0.772,ADH1C
5616,729,Alcohol dehydrogenase 1A,251,0.89282,0.708,ADH1A
5616,1143,Cytochrome P450-cam,2298,0.85461,0.71,
5617,38,Muscarinic acetylcholine receptor M1,103,0.940898,0.704,CHRM1
5617,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.98102,0.734,
5617,181,Gamma-aminobutyric-acid receptor alpha-5 subunit,523,0.980373,0.702,
5617,200,Gamma-aminobutyric-acid receptor alpha-3 subunit,580,0.965541,0.716,
5617,210,Muscarinic acetylcholine receptor M2,617,0.944912,0.706,CHRM2
5617,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.965859,0.746,
5617,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.96749,0.706,
5619,6,Prostaglandin G/H synthase 1,20,0.94418,0.716,PTGS1
5619,46,Estrogen receptor,136,0.96177,0.776,ESR1
5619,48,Androgen receptor,146,0.90206,0.73,AR
5619,79,Coagulation factor Xa,239,0.87694,0.72,
5619,94,Prostaglandin G/H synthase 2,290,0.93842,0.756,PTGS2
5619,287,DNA topoisomerase II,817,0.8884,0.714,
5619,307,Estrogen receptor beta,869,0.94132,0.716,ESR2
5619,422,Glycogen synthase kinase-3 beta,1721,0.88576,0.714,GSK3B
5619,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.91759,0.742,
5620,16,Muscarinic acetylcholine receptor M3,51,0.863271,0.708,CHRM3
5620,38,Muscarinic acetylcholine receptor M1,103,0.900778,0.732,CHRM1
5620,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.946633,0.728,
5620,181,Gamma-aminobutyric-acid receptor alpha-5 subunit,523,0.945774,0.712,
5620,186,Sodium-dependent noradrenaline transporter,540,0.83105,0.702,SLC6A2
5620,200,Gamma-aminobutyric-acid receptor alpha-3 subunit,580,0.925651,0.71,
5620,210,Muscarinic acetylcholine receptor M2,617,0.924477,0.742,CHRM2
5620,216,Alpha-1B adrenergic receptor,632,0.826144,0.702,ADRA1B
5620,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.910006,0.76,
5620,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.937881,0.706,
5623,252,Mineralocorticoid receptor,737,0.92141,0.718,NR3C2
5625,252,Mineralocorticoid receptor,737,0.88369,0.71,NR3C2
5625,308,Glucocorticoid receptor,871,0.89494,0.736,NR3C1
5625,3279,Nuclear receptor coactivator 1,6228,0.87407,0.702,NCOA1
5635,6,Prostaglandin G/H synthase 1,20,0.92727,0.734,PTGS1
5635,94,Prostaglandin G/H synthase 2,290,0.91223,0.794,PTGS2
5635,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.92744,0.732,
5635,3727,Calcium-activated potassium channel subunit alpha 1,610,0.83538,0.702,
5636,6,Prostaglandin G/H synthase 1,20,0.94252,0.744,PTGS1
5636,37,Potassium voltage-gated channel subfamily H member 2,101,0.87778,0.702,KCNH2
5636,94,Prostaglandin G/H synthase 2,290,0.93164,0.79,PTGS2
5636,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.94675,0.728,
5638,6,Prostaglandin G/H synthase 1,20,0.90675,0.736,PTGS1
5638,70,Sodium channel protein type 5 subunit alpha,220,0.87514,0.728,SCN5A
5638,94,Prostaglandin G/H synthase 2,290,0.8941,0.828,PTGS2
5638,158,Retinoic acid receptor RXR-alpha,459,0.88513,0.728,RXRA
5638,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.87752,0.716,
5638,444,Heat shock protein HSP 90,1939,0.93552,0.724,
5638,261,Beta-2 adrenergic receptor,766,0.8746,0.702,ADRB2
5638,491,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",2404,0.91851,0.708,
5638,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.85354,0.706,
5639,3,"Nitric oxide synthase, inducible",7,0.81038,0.752,NOS2
5639,6,Prostaglandin G/H synthase 1,20,0.84244,0.724,PTGS1
5639,46,Estrogen receptor,136,0.92059,0.786,ESR1
5639,48,Androgen receptor,146,0.85458,0.75,AR
5639,78,Peroxisome proliferator activated receptor gamma,238,0.90649,0.718,
5639,94,Prostaglandin G/H synthase 2,290,0.89299,0.816,PTGS2
5639,117,Carbonic anhydrase II,357,0.8131,0.812,
5639,307,Estrogen receptor beta,869,0.82948,0.708,ESR2
5639,402,Mitogen-activated protein kinase 14,1540,0.89924,0.726,MAPK14
5639,422,Glycogen synthase kinase-3 beta,1721,0.90458,0.718,GSK3B
5639,444,Heat shock protein HSP 90,1939,0.8996,0.718,
5639,482,Cell division protein kinase 2,2240,0.92994,0.738,
5639,499,Beta-lactamase,2478,0.80261,0.702,
5639,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.90132,0.73,
5639,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.83603,0.714,
5639,3025,Cyclin-A2,6235,0.93634,0.714,CCNA2
5639,3907,Calmodulin,465,0.80997,0.706,
5642,94,Prostaglandin G/H synthase 2,290,0.87632,0.752,PTGS2
5642,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.9173,0.708,
5642,181,Gamma-aminobutyric-acid receptor alpha-5 subunit,523,0.8967,0.7,
5642,210,Muscarinic acetylcholine receptor M2,617,0.82578,0.702,CHRM2
5642,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.95849,0.75,
5642,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.89865,0.722,
5643,6,Prostaglandin G/H synthase 1,20,0.88051,0.756,PTGS1
5643,94,Prostaglandin G/H synthase 2,290,0.95217,0.814,PTGS2
5643,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.8629,0.704,
5643,158,Retinoic acid receptor RXR-alpha,459,0.88506,0.712,RXRA
5643,186,Sodium-dependent noradrenaline transporter,540,0.82325,0.726,SLC6A2
5643,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.95486,0.754,
5643,444,Heat shock protein HSP 90,1939,0.94072,0.702,
5643,565,Amine oxidase [flavin-containing] B,3939,0.88185,0.732,MAOB
5643,581,"Neuronal acetylcholine receptor protein, alpha-7 chain",4095,0.85142,0.704,
5643,3276,Nuclear receptor coactivator 2,6241,0.81203,0.78,NCOA2
5643,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.88321,0.712,
5645,209,Progesterone receptor,614,0.92493,0.728,PGR
5645,252,Mineralocorticoid receptor,737,0.93465,0.736,NR3C2
5645,308,Glucocorticoid receptor,871,0.92157,0.744,NR3C1
5645,3276,Nuclear receptor coactivator 2,6241,0.85297,0.742,NCOA2
5645,3279,Nuclear receptor coactivator 1,6228,0.89379,0.706,NCOA1
5646,252,Mineralocorticoid receptor,737,0.93274,0.722,NR3C2
5646,3276,Nuclear receptor coactivator 2,6241,0.81281,0.734,NCOA2
5646,3279,Nuclear receptor coactivator 1,6228,0.87363,0.7,NCOA1
5649,6,Prostaglandin G/H synthase 1,20,0.878045,0.762,PTGS1
5649,94,Prostaglandin G/H synthase 2,290,0.874067,0.816,PTGS2
5649,95,"Nitric-oxide synthase, endothelial",291,0.832335,0.754,
5649,565,Amine oxidase [flavin-containing] B,3939,0.918227,0.752,MAOB
5649,566,Amine oxidase [flavin-containing] A,3941,0.910885,0.724,MAOA
5649,1172,Lysozyme,2300,0.855217,0.728,
5649,1696,Chymotrypsinogen B,6011,0.833519,0.7,
5649,3,"Nitric oxide synthase, inducible",7,0.80038,0.722,NOS2
5627,252,Mineralocorticoid receptor,737,0.86737,0.72,NR3C2
5627,308,Glucocorticoid receptor,871,0.8783,0.746,NR3C1
5652,209,Progesterone receptor,614,0.9403,0.744,PGR
5652,252,Mineralocorticoid receptor,737,0.92278,0.73,NR3C2
5652,3276,Nuclear receptor coactivator 2,6241,0.8568,0.786,NCOA2
5652,3279,Nuclear receptor coactivator 1,6228,0.89506,0.746,NCOA1
5656,6,Prostaglandin G/H synthase 1,20,0.86624,0.74,PTGS1
5656,94,Prostaglandin G/H synthase 2,290,0.8864,0.83,PTGS2
5656,158,Retinoic acid receptor RXR-alpha,459,0.86681,0.704,RXRA
5656,261,Beta-2 adrenergic receptor,766,0.81992,0.7,ADRB2
5656,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.93056,0.714,
5656,3586,cAMP-dependent protein kinase inhibitor alpha,6264,0.81263,0.754,PKIA
5657,1143,Cytochrome P450-cam,2298,0.83589,0.714,
5658,252,Mineralocorticoid receptor,737,0.91626,0.724,NR3C2
5660,252,Mineralocorticoid receptor,737,0.90911,0.716,NR3C2
5666,308,Glucocorticoid receptor,871,0.86772,0.734,NR3C1
5664,209,Progesterone receptor,614,0.93091,0.748,PGR
5664,252,Mineralocorticoid receptor,737,0.92527,0.73,NR3C2
5664,3276,Nuclear receptor coactivator 2,6241,0.83836,0.76,NCOA2
5664,3279,Nuclear receptor coactivator 1,6228,0.88007,0.732,NCOA1
5683,209,Progesterone receptor,614,0.92966,0.74,PGR
5683,252,Mineralocorticoid receptor,737,0.92142,0.72,NR3C2
5683,3276,Nuclear receptor coactivator 2,6241,0.82834,0.752,NCOA2
5683,3279,Nuclear receptor coactivator 1,6228,0.87309,0.744,NCOA1
5688,209,Progesterone receptor,614,0.86619,0.712,PGR
5688,252,Mineralocorticoid receptor,737,0.90546,0.726,NR3C2
5688,3279,Nuclear receptor coactivator 1,6228,0.83634,0.7,NCOA1
5690,252,Mineralocorticoid receptor,737,0.91031,0.722,NR3C2
5693,209,Progesterone receptor,614,0.89469,0.744,PGR
5693,252,Mineralocorticoid receptor,737,0.92264,0.718,NR3C2
5693,3276,Nuclear receptor coactivator 2,6241,0.80327,0.726,NCOA2
5693,3279,Nuclear receptor coactivator 1,6228,0.87227,0.718,NCOA1
5700,6,Prostaglandin G/H synthase 1,20,0.94844,0.7,PTGS1
5700,94,Prostaglandin G/H synthase 2,290,0.94373,0.764,PTGS2
5700,158,Retinoic acid receptor RXR-alpha,459,0.93699,0.718,RXRA
5703,94,Prostaglandin G/H synthase 2,290,0.97758,0.722,PTGS2
5707,6,Prostaglandin G/H synthase 1,20,0.94136,0.728,PTGS1
5707,92,"4-aminobutyrate aminotransferase, mitochondrial",280,0.89661,0.758,
5707,169,Glycine receptor alpha-1 chain,482,0.940572,0.766,
5707,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.861656,0.772,
5707,319,Proto-oncogene tyrosine-protein kinase SRC,933,0.895792,0.72,
5707,363,Cathepsin D,1243,0.902658,0.722,
5707,559,Cholinesterase,3923,0.938662,0.738,BCHE
5707,568,Xanthine dehydrogenase/oxidase,3947,0.900032,0.702,
5707,726,Alcohol dehydrogenase 1B,444,0.800039,0.778,
5707,727,Alcohol dehydrogenase 1C,517,0.850992,0.792,ADH1C
5707,1143,Cytochrome P450-cam,2298,0.870383,0.77,
5707,1161,Aspartate aminotransferase,2249,0.885627,0.704,
5707,1306,Ferrichrome-iron receptor,2427,0.946149,0.706,
5707,1309,Histidinol dehydrogenase,3191,0.894258,0.718,
5707,1353,Formate acetyltransferase 1,3178,0.830971,0.706,
5707,1458,Adenylosuccinate synthetase,2632,0.913811,0.71,
5707,1591,Alanine racemase,2453,0.917392,0.724,
5707,1620,Gag-Pol polyprotein,2237,0.90279,0.742,
5707,1940,Monomeric sarcosine oxidase,2380,0.86726,0.708,
5707,1961,Bacillolysin,2457,0.895702,0.738,
5707,2020,Haloalkane dehalogenase,2281,0.855005,0.722,
5707,2230,"2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase",4674,0.931144,0.734,
5707,2235,1-aminocyclopropane-1-carboxylate deaminase,2518,0.938112,0.708,
5707,2262,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2264,0.813664,0.738,
5707,2986,Pyruvate kinase isozymes M1/M2,98,0.851393,0.72,
5707,3031,Serine--pyruvate aminotransferase,349,0.916103,0.712,
5707,3145,Alanine aminotransferase 1,735,0.915454,0.73,GPT
5707,3190,Cystathionine gamma-lyase,868,0.871108,0.728,CTH
5707,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.835285,0.706,
5707,3427,"Alanine--glyoxylate aminotransferase 2, mitochondrial",114,0.904291,0.716,
5707,3553,"Glycine amidinotransferase, mitochondrial",383,0.932402,0.75,GATM
5707,3660,Proton-coupled amino acid transporter 1,593,0.938942,0.702,SLC36A1
5707,3797,Triosephosphate isomerase,6346,0.881115,0.702,TPI1
5707,3826,"NAD-dependent malic enzyme, mitochondrial",166,0.923355,0.742,ME2
5707,3853,"NADP-dependent malic enzyme, mitochondrial",363,0.955603,0.716,ME3
5707,3952,Trypsin-3,2886,0.90288,0.708,PRSS3
5707,1060,Phosphonoacetaldehyde hydrolase,5363,0.83102,0.704,
5707,2652,Phosphotriesterase,5742,0.92112,0.702,
5707,3528,NADP-dependent malic enzyme,666,0.92057,0.704,ME1
5713,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.89449,0.748,
5713,181,Gamma-aminobutyric-acid receptor alpha-5 subunit,523,0.86664,0.712,
5713,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.8121,0.764,
5713,1143,Cytochrome P450-cam,2298,0.84793,0.728,
5714,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.87801,0.706,
5714,727,Alcohol dehydrogenase 1C,517,0.89693,0.746,ADH1C
5722,363,Cathepsin D,1243,0.87589,0.7,
5722,726,Alcohol dehydrogenase 1B,444,0.89053,0.75,
5722,727,Alcohol dehydrogenase 1C,517,0.91366,0.784,ADH1C
5722,729,Alcohol dehydrogenase 1A,251,0.86044,0.706,ADH1A
5722,1172,Lysozyme,2300,0.82505,0.706,
5722,3952,Trypsin-3,2886,0.86139,0.74,PRSS3
5725,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.93662,0.718,
5725,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.88816,0.73,
5725,1143,Cytochrome P450-cam,2298,0.8652,0.706,
5727,559,Cholinesterase,3923,0.8351,0.76,BCHE
5727,1306,Ferrichrome-iron receptor,2427,0.88482,0.712,
5727,2020,Haloalkane dehalogenase,2281,0.86182,0.74,
5727,2230,"2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase",4674,0.86606,0.75,
5727,2235,1-aminocyclopropane-1-carboxylate deaminase,2518,0.86758,0.702,
5727,3553,"Glycine amidinotransferase, mitochondrial",383,0.85444,0.742,GATM
5727,3952,Trypsin-3,2886,0.89057,0.74,PRSS3
5728,3,"Nitric oxide synthase, inducible",7,0.94063,0.744,NOS2
5728,6,Prostaglandin G/H synthase 1,20,0.93202,0.714,PTGS1
5728,17,Thrombin,54,0.90791,0.7,
5728,37,Potassium voltage-gated channel subfamily H member 2,101,0.92006,0.702,KCNH2
5728,48,Androgen receptor,146,0.95385,0.784,AR
5728,70,Sodium channel protein type 5 subunit alpha,220,0.93797,0.71,SCN5A
5728,79,Coagulation factor Xa,239,0.86913,0.72,
5728,94,Prostaglandin G/H synthase 2,290,0.94891,0.808,PTGS2
5728,95,"Nitric-oxide synthase, endothelial",291,0.82364,0.708,
5728,123,Coagulation factor VII,369,0.90638,0.71,
5728,287,DNA topoisomerase II,817,0.86657,0.718,
5728,307,Estrogen receptor beta,869,0.96597,0.736,ESR2
5728,332,Dipeptidyl peptidase IV,952,0.93942,0.724,
5728,396,Peroxisome proliferator activated receptor delta,1502,0.91496,0.704,
5728,444,Heat shock protein HSP 90,1939,0.98031,0.722,
5728,2928,Trypsin-1,3176,0.92403,0.736,
5728,3276,Nuclear receptor coactivator 2,6241,0.85359,0.782,NCOA2
5728,3727,Calcium-activated potassium channel subunit alpha 1,610,0.8715,0.706,
5728,3907,Calmodulin,465,0.85114,0.76,
5723,3,"Nitric oxide synthase, inducible",7,0.89206,0.76,NOS2
5723,6,Prostaglandin G/H synthase 1,20,0.92662,0.788,PTGS1
5723,17,Thrombin,54,0.86065,0.762,
5723,46,Estrogen receptor,136,0.87873,0.754,ESR1
5723,94,Prostaglandin G/H synthase 2,290,0.94386,0.806,PTGS2
5723,95,"Nitric-oxide synthase, endothelial",291,0.84161,0.768,
5723,158,Retinoic acid receptor RXR-alpha,459,0.91266,0.7,RXRA
5723,172,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",485,0.8385,0.728,
5723,204,Carbonic anhydrase IV,592,0.85748,0.702,
5723,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.83682,0.728,
5723,565,Amine oxidase [flavin-containing] B,3939,0.89487,0.73,MAOB
5723,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.83716,0.7,
5723,3216,Glutamate receptor 2,921,0.88221,0.716,GRIA2
5723,332,Dipeptidyl peptidase IV,952,0.86838,0.714,
5723,80,NRH dehydrogenase [quinone] 2,243,0.830751,0.702,
5717,1143,Cytochrome P450-cam,2298,0.92306,0.802,
5731,726,Alcohol dehydrogenase 1B,444,0.90996,0.764,
5731,727,Alcohol dehydrogenase 1C,517,0.89012,0.794,ADH1C
5731,729,Alcohol dehydrogenase 1A,251,0.84644,0.714,ADH1A
5731,1143,Cytochrome P450-cam,2298,0.89675,0.73,
5731,1172,Lysozyme,2300,0.9178,0.73,
5731,1961,Bacillolysin,2457,0.96267,0.718,
5731,2262,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2264,0.88251,0.736,
5731,3952,Trypsin-3,2886,0.95445,0.756,PRSS3
5734,3,"Nitric oxide synthase, inducible",7,0.93176,0.732,NOS2
5734,46,Estrogen receptor,136,0.97129,0.78,ESR1
5734,48,Androgen receptor,146,0.95638,0.77,AR
5734,70,Sodium channel protein type 5 subunit alpha,220,0.92354,0.708,SCN5A
5734,78,Peroxisome proliferator activated receptor gamma,238,0.97028,0.724,
5734,79,Coagulation factor Xa,239,0.86831,0.73,
5734,94,Prostaglandin G/H synthase 2,290,0.91461,0.794,PTGS2
5734,95,"Nitric-oxide synthase, endothelial",291,0.80102,0.702,
5734,123,Coagulation factor VII,369,0.89412,0.726,
5734,165,Acetylcholinesterase,474,0.86542,0.71,ACHE
5734,287,DNA topoisomerase II,817,0.88311,0.704,
5734,332,Dipeptidyl peptidase IV,952,0.93033,0.716,
5734,402,Mitogen-activated protein kinase 14,1540,0.93807,0.714,MAPK14
5734,422,Glycogen synthase kinase-3 beta,1721,0.95615,0.724,GSK3B
5734,444,Heat shock protein HSP 90,1939,0.97844,0.71,
5734,482,Cell division protein kinase 2,2240,0.96378,0.702,
5734,647,Serine/threonine-protein kinase Chk1,5790,0.93636,0.714,CHEK1
5734,2928,Trypsin-1,3176,0.96051,0.76,
5734,3276,Nuclear receptor coactivator 2,6241,0.86513,0.796,NCOA2
5734,3279,Nuclear receptor coactivator 1,6228,0.92865,0.714,NCOA1
5734,3907,Calmodulin,465,0.86791,0.738,
5734,6,Prostaglandin G/H synthase 1,20,0.848504,0.708,PTGS1
5734,37,Potassium voltage-gated channel subfamily H member 2,101,0.902411,0.704,KCNH2
5734,4490,RAC-alpha serine/threonine-protein kinase,h001,,,AKT1
5734,4214,G1/S-specific cyclin-D1,h001,,,CCND1
5734,4141,Cyclin-dependent kinase inhibitor 1,h001,,,CDKN1A
5734,4197,Eukaryotic translation initiation factor 6,h001,,,
5734,4087,Caspase-3,h001,,,
5734,646,Cellular tumor antigen p53,5788,,,TP53
5734,431,Cell division control protein 2 homolog,1771,,,
5734,4219,G2/mitotic-specific cyclin-B1,h001,,,CCNB1
5726,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.93579,0.738,
5726,181,Gamma-aminobutyric-acid receptor alpha-5 subunit,523,0.93564,0.708,
5726,200,Gamma-aminobutyric-acid receptor alpha-3 subunit,580,0.89041,0.714,
5726,210,Muscarinic acetylcholine receptor M2,617,0.87339,0.722,CHRM2
5726,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.90515,0.758,
5726,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.90942,0.714,
5738,6,Prostaglandin G/H synthase 1,20,0.89912,0.762,PTGS1
5738,94,Prostaglandin G/H synthase 2,290,0.91933,0.822,PTGS2
5738,521,Leukotriene A-4 hydrolase,3060,0.87469,0.7,
5738,565,Amine oxidase [flavin-containing] B,3939,0.91703,0.746,MAOB
5739,94,Prostaglandin G/H synthase 2,290,0.818933,0.726,PTGS2
5740,16,Muscarinic acetylcholine receptor M3,51,0.85721,0.712,CHRM3
5740,38,Muscarinic acetylcholine receptor M1,103,0.86241,0.712,CHRM1
5740,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.93348,0.752,
5740,181,Gamma-aminobutyric-acid receptor alpha-5 subunit,523,0.94415,0.722,
5740,200,Gamma-aminobutyric-acid receptor alpha-3 subunit,580,0.90455,0.724,
5740,210,Muscarinic acetylcholine receptor M2,617,0.91165,0.71,CHRM2
5740,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.90642,0.778,
5740,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.90583,0.738,
5742,252,Mineralocorticoid receptor,737,0.93261,0.708,NR3C2
5743,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.89248,0.734,
5743,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.80957,0.714,
5744,38,Muscarinic acetylcholine receptor M1,103,0.8401,0.706,CHRM1
5744,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.94134,0.758,
5744,181,Gamma-aminobutyric-acid receptor alpha-5 subunit,523,0.91491,0.726,
5744,200,Gamma-aminobutyric-acid receptor alpha-3 subunit,580,0.85181,0.718,
5744,210,Muscarinic acetylcholine receptor M2,617,0.81413,0.71,CHRM2
5744,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.88797,0.774,
5744,1143,Cytochrome P450-cam,2298,0.82869,0.738,
5745,209,Progesterone receptor,614,0.8943,0.704,PGR
5746,209,Progesterone receptor,614,0.89668,0.716,PGR
5752,99,"Renin, renal",298,0.892495,0.704,
5749,141,Gamma-aminobutyric-acid receptor alpha-2 subunit,423,0.952457,0.722,
5749,181,Gamma-aminobutyric-acid receptor alpha-5 subunit,523,0.931195,0.702,
5749,210,Muscarinic acetylcholine receptor M2,617,0.89502,0.708,CHRM2
5749,309,Gamma-aminobutyric acid receptor subunit alpha-1,872,0.906801,0.758,
5749,1143,Cytochrome P450-cam,2298,0.873155,0.716,
5749,3284,Gamma-aminobutyric-acid receptor subunit alpha-6,841,0.868686,0.708,
5749,200,Gamma-aminobutyric-acid receptor alpha-3 subunit,580,0.89582,0.702,
5754,46,Estrogen receptor,136,0.87151,0.71,ESR1
5754,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.81974,0.722,
5751,209,Progesterone receptor,614,0.8484,0.7,PGR
5753,46,Estrogen receptor,136,0.94896,0.738,ESR1
5753,78,Peroxisome proliferator activated receptor gamma,238,0.92831,0.706,
5753,94,Prostaglandin G/H synthase 2,290,0.86366,0.712,PTGS2
5753,287,DNA topoisomerase II,817,0.81599,0.702,
5753,422,Glycogen synthase kinase-3 beta,1721,0.8735,0.708,GSK3B
5753,2928,Trypsin-1,3176,0.909,0.704,
5753,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.89776,0.718,
5753,3025,Cyclin-A2,6235,0.89604,0.732,CCNA2
5755,3,"Nitric oxide synthase, inducible",7,0.85506,0.746,NOS2
5755,6,Prostaglandin G/H synthase 1,20,0.91023,0.716,PTGS1
5755,17,Thrombin,54,0.84109,0.742,
5755,37,Potassium voltage-gated channel subfamily H member 2,101,0.87074,0.714,KCNH2
5755,46,Estrogen receptor,136,0.96336,0.804,ESR1
5755,48,Androgen receptor,146,0.88463,0.768,AR
5755,70,Sodium channel protein type 5 subunit alpha,220,0.85939,0.702,SCN5A
5755,78,Peroxisome proliferator activated receptor gamma,238,0.90569,0.736,
5755,94,Prostaglandin G/H synthase 2,290,0.90892,0.81,PTGS2
5755,158,Retinoic acid receptor RXR-alpha,459,0.93106,0.71,RXRA
5755,298,Epidermal growth factor receptor,844,0.91374,0.704,EGFR
5755,307,Estrogen receptor beta,869,0.96214,0.746,ESR2
5755,332,Dipeptidyl peptidase IV,952,0.80359,0.72,
5755,402,Mitogen-activated protein kinase 14,1540,0.92462,0.716,MAPK14
5755,422,Glycogen synthase kinase-3 beta,1721,0.8869,0.736,GSK3B
5755,444,Heat shock protein HSP 90,1939,0.93153,0.702,
5755,482,Cell division protein kinase 2,2240,0.92046,0.712,
5755,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.88256,0.706,
5755,2928,Trypsin-1,3176,0.85426,0.722,
5755,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.9276,0.746,
5755,3025,Cyclin-A2,6235,0.93169,0.718,CCNA2
5759,287,DNA topoisomerase II,817,0.85772,0.714,
5760,94,Prostaglandin G/H synthase 2,290,0.89097,0.728,PTGS2
5761,3,"Nitric oxide synthase, inducible",7,0.87627,0.754,NOS2
5761,6,Prostaglandin G/H synthase 1,20,0.93105,0.712,PTGS1
5761,17,Thrombin,54,0.87231,0.758,
5761,37,Potassium voltage-gated channel subfamily H member 2,101,0.8728,0.722,KCNH2
5761,46,Estrogen receptor,136,0.96684,0.818,ESR1
5761,70,Sodium channel protein type 5 subunit alpha,220,0.86958,0.7,SCN5A
5761,94,Prostaglandin G/H synthase 2,290,0.93106,0.8,PTGS2
5761,123,Coagulation factor VII,369,0.92119,0.718,
5761,158,Retinoic acid receptor RXR-alpha,459,0.93803,0.708,RXRA
5761,307,Estrogen receptor beta,869,0.96066,0.756,ESR2
5761,332,Dipeptidyl peptidase IV,952,0.8446,0.726,
5761,396,Peroxisome proliferator activated receptor delta,1502,0.82756,0.7,
5761,699,mRNA of PKA Catalytic Subunit C-alpha,6263,0.89884,0.704,
5761,2928,Trypsin-1,3176,0.85811,0.738,
5761,2966,Proto-oncogene serine/threonine-protein kinase Pim-1,2347,0.93785,0.768,
5762,3,"Nitric oxide synthase, inducible",7,0.84195,0.742,NOS2
5762,6,Prostaglandin G/H synthase 1,20,0.86725,0.724,PTGS1
5762,7,Dopamine D1 receptor,23,0.86799,0.702,
5762,16,Muscarinic acetylcholine receptor M3,51,0.90557,0.724,CHRM3
5762,17,Thrombin,54,0.83749,0.754,
5762,38,Muscarinic acetylcholine receptor M1,103,0.91242,0.74,CHRM1
5762,46,Estrogen receptor,136,0.93815,0.784,ESR1
5762,48,Androgen receptor,146,0.88584,0.71,AR
5762,63,Beta-1 adrenergic receptor,193,0.89496,0.712,ADRB1
5762,70,Sodium channel protein type 5 subunit alpha,220,0.89248,0.704,SCN5A
5762,94,Prostaglandin G/H synthase 2,290,0.90109,0.806,PTGS2
5762,126,Alpha-2C adrenergic receptor,378,0.83382,0.76,ADRA2C
5762,158,Retinoic acid receptor RXR-alpha,459,0.91945,0.704,RXRA
5762,172,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",485,0.91099,0.712,
5762,186,Sodium-dependent noradrenaline transporter,540,0.92065,0.73,SLC6A2
5762,191,Alpha-1A adrenergic receptor,556,0.9218,0.718,ADRA1A
5762,214,Alpha-2B adrenergic receptor,629,0.91708,0.708,ADRA2B
5762,216,Alpha-1B adrenergic receptor,632,0.89934,0.746,ADRA1B
